"year","julian_day","wild","river_age","sea_age","length","weight","sea_lice","sex","river"
1995,92.8547106995241,1,2,4,109.936115191329,10.31,FALSE,2,"corrib"
1995,90.0013569530752,1,1,2,92.8050659242354,6.02,FALSE,1,"corrib"
1995,95.7876772092196,2,1,2,96.6937083985553,7.16,TRUE,2,"corrib"
1995,109.792112475556,2,1,2,86.0953268752694,4.06,FALSE,2,"corrib"
1995,95.4181332598072,2,1,2,97.5505722537259,5.88,FALSE,2,"corrib"
1995,100.448768516327,2,1,2,101.875223434485,7.61,FALSE,2,"corrib"
1995,121.74535441547,2,1,3,102.45899669232,6.75,FALSE,1,"corrib"
1995,127.161437516128,2,2,2,103.606120575926,7.64,FALSE,2,"corrib"
1995,130.884694356915,1,1,1,69.4447857296549,2.68,FALSE,2,"corrib"
1995,156.884449806545,2,1,1,78.4777049922584,3.41,FALSE,1,"corrib"
1995,92.3135225719771,2,1,2,93.9798758322436,6.12,FALSE,1,"corrib"
1995,93.1586524788716,2,1,2,94.6441619137268,5.95,TRUE,2,"corrib"
1995,94.4537058497462,1,1,2,69.8205829203476,2.33,FALSE,2,"corrib"
1995,165.147128161329,2,1,1,78.7091728169525,3.54,FALSE,1,"corrib"
1995,105.799598157347,1,3,2,87.3239853026949,4.53,FALSE,1,"corrib"
1995,98.1467371362709,1,2,2,90.7229099675412,5.4,TRUE,1,"corrib"
1995,76.4904819674177,1,1,3,99.3247377311914,6.84,TRUE,1,"corrib"
1995,125.123492408693,2,2,2,96.9847878330101,6.26,TRUE,1,"corrib"
1995,91.152657801045,2,1,2,88.8652046233968,5.18,FALSE,2,"corrib"
1995,113.012653596925,2,1,2,103.220163877309,7.55,TRUE,2,"corrib"
1995,113.470536579618,2,1,2,88.9849226838388,6.09,FALSE,2,"corrib"
1995,102.113692721009,1,1,3,106.976111073535,9.25,FALSE,2,"corrib"
1995,91.4957832660481,2,1,3,121.035858501502,10.59,TRUE,2,"corrib"
1995,103.596778604221,1,1,2,86.0101586834444,4.69,FALSE,2,"corrib"
1995,118.943573243966,2,1,4,110.086586623919,7.64,FALSE,2,"corrib"
1995,104.133556828006,2,1,2,84.34113466877,3.48,FALSE,2,"corrib"
1995,156.256377267351,2,1,1,83.2153460165564,4.12,FALSE,1,"corrib"
1995,103.14212436376,1,1,2,80.0324313121413,3.78,FALSE,2,"corrib"
1995,102.986987165014,2,1,2,92.913771603371,5.94,FALSE,2,"corrib"
1995,103.104682769218,1,2,3,100.988375919871,7.04,FALSE,1,"corrib"
1995,103.081305923026,2,1,2,97.4727687037728,6.72,FALSE,2,"corrib"
1995,101.836321240798,2,1,2,98.2002816993558,6.13,FALSE,2,"corrib"
1995,78.1478841184514,1,1,2,85.4505683893863,3.83,FALSE,2,"corrib"
1995,113.0656772986,2,1,2,91.5629379146256,5.27,FALSE,2,"corrib"
1995,66.5680126928495,1,1,2,91.1880490469696,5.1,FALSE,2,"corrib"
1995,97.0610035823888,2,1,2,98.5898910867354,5.62,FALSE,2,"corrib"
1995,126.541125458548,1,1,1,78.5462678590131,3.49,FALSE,1,"corrib"
1995,94.9672467299459,2,1,4,130.318202931987,13.43,TRUE,1,"corrib"
1995,103.630125943971,2,1,3,100.864203028089,7.34,TRUE,2,"corrib"
1995,87.6983052808952,1,2,2,94.8298250196475,5.22,FALSE,2,"corrib"
1995,99.8185708990251,1,1,3,87.4888991561233,4.38,FALSE,1,"corrib"
1995,97.8444853172855,1,1,2,81.1165605754808,3.22,FALSE,2,"corrib"
1995,81.4023219663565,1,1,2,98.0047786996153,6.31,FALSE,2,"corrib"
1995,92.5163056603665,1,3,2,95.0804967363487,6.02,TRUE,2,"corrib"
1995,97.4088768959136,2,1,3,98.9549608042765,6.15,FALSE,2,"corrib"
1995,92.4561818609966,2,1,2,89.9401610762905,5.19,FALSE,1,"corrib"
1995,106.161407714499,1,2,2,93.2169772020971,5,FALSE,2,"corrib"
1995,110.940983633789,2,1,2,91.5901319450262,4.46,FALSE,1,"corrib"
1995,70.3556988838958,1,1,2,90.8558594433143,5.86,TRUE,1,"corrib"
1995,102.727643637592,2,2,3,108.18274725664,9.28,FALSE,2,"corrib"
1995,124.135298040883,1,2,1,73.1290982573175,2.87,FALSE,1,"corrib"
1995,88.8704812557011,1,1,3,93.199520365176,6.01,FALSE,2,"corrib"
1995,131.407328439414,2,1,3,121.207157378269,11.41,TRUE,1,"corrib"
1995,117.816742186499,2,1,3,108.110701255013,8.47,FALSE,1,"corrib"
1995,98.9284069299642,2,2,3,106.16910943596,7.67,FALSE,1,"corrib"
1995,113.062457183433,2,1,2,94.7511517261268,5.34,FALSE,2,"corrib"
1995,103.5129135176,1,2,2,81.4379389935357,4.12,FALSE,2,"corrib"
1995,133.945157826546,1,2,1,78.7324047777043,3.84,FALSE,1,"corrib"
1995,155.731411384156,2,1,1,74.3123926745698,3.47,FALSE,1,"corrib"
1995,150.528219298425,2,2,1,73.7151683954766,1.94,FALSE,2,"corrib"
1995,90.9370282176018,1,3,2,89.6394841483604,5.21,FALSE,2,"corrib"
1995,84.7111908809028,2,1,3,117.302807000927,9.96,TRUE,2,"corrib"
1995,96.9297620732708,1,1,2,93.3044959243822,5.22,FALSE,2,"corrib"
1995,91.6583840778745,1,1,2,88.7357440745856,4.19,FALSE,2,"corrib"
1995,139.553330081126,2,1,1,82.5029039514225,3.56,FALSE,1,"corrib"
1995,100.283437952244,2,2,3,102.735412869998,7.7,FALSE,2,"corrib"
1995,155.825581304088,2,1,1,82.3161868017769,3.87,FALSE,1,"corrib"
1995,163.742526644097,2,1,1,78.534662058009,3.48,FALSE,1,"corrib"
1995,79.0778750766767,1,1,2,79.8022990327563,3.91,FALSE,2,"corrib"
1995,87.3791185065894,1,1,2,88.0964521505787,4.56,FALSE,1,"corrib"
1995,91.3985479609066,1,1,2,87.6559762788891,4.73,FALSE,1,"corrib"
1995,73.8569274443011,1,2,2,98.5340601723647,6.46,FALSE,1,"corrib"
1995,149.89875012727,2,1,1,82.598712090672,3.39,FALSE,1,"corrib"
1995,91.4552197722193,1,2,2,90.447243090083,5.18,FALSE,2,"corrib"
1995,97.4230427869742,1,2,2,90.0601243177983,4.82,FALSE,2,"corrib"
1995,105.451316263579,2,1,2,99.0738473693174,7.23,FALSE,2,"corrib"
1995,110.613879057744,2,1,4,127.025153265867,15.3,FALSE,2,"corrib"
1995,171.740868936182,2,1,1,74.6075905914045,2.87,FALSE,1,"corrib"
1995,112.198218349313,2,1,2,101.456757351889,7.23,FALSE,2,"corrib"
